"年","月","日","時","分","縣市","區","死","受傷","2-30","天候","光線","道路類別","速限","道路型態","事故位置","路面鋪裝","路面狀態","路面缺陷","障礙物","視距","號誌種類","號誌動作","分向設施","快車道或一般車道間","快慢車道間","路面邊線","事故類型及型態","主要肇因","受傷程度","主要傷處","保護裝備","行動電話","當事者區分(類別)","車輛用途","當事者行動狀態","駕駛資格情形","駕駛執照種類","飲酒情形","車輛撞擊部位最初","車輛撞擊部位其他","肇事因素個別","肇事因素主要","肇事逃逸","職業","旅次目的","車種","GPS座標(緯度)","GPS座標(經度)","事故類別"
"2019","8","23","18","23","臺中市","北屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","16","","1","9","","B12","24.1734","120.6905","3"
"2019","8","23","18","26","臺中市","西屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","6","","1","22","","B12","24.184711","120.620969","3"
"2019","8","23","18","29","臺中市","西區","0","1","0","8","3","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","16","6","3","10","1","1","B03","7","5","1","8","2","5","","6","6","1","21","8","B03","24.132156","120.661693","2"
"2019","8","23","18","30","臺中市","西區","0","2","0","8","3","5","50","4","1","1","5","4","5","7","4","4","10","5","5","2","15","19","2","9","1","1","C03","7","1","1","10","2","11","","19","19","1","21","8","C03","24.147298","120.669844","2"
"2019","8","23","18","30","臺中市","太平區","0","0","0","8","","","80","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","21","","B03","24.1469","120.713346","3"
"2019","8","23","18","40","臺中市","北區","0","1","0","8","3","5","50","14","9","1","5","4","5","7","1","1","5","5","5","2","13","42","2","9","1","1","C03","7","9","1","10","2","11","","42","42","1","22","8","C03","24.150906","120.678511","2"
"2019","8","23","18","44","臺中市","東勢區","0","1","0","8","3","5","50","4","1","1","5","4","5","7","4","4","10","5","5","2","16","6","3","10","1","1","B12","7","5","1","8","2","4","","6","6","1","5","8","B12","24.254716","120.829484","2"
"2019","8","23","18","46","臺中市","北屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","7","","","2","","B03","24.187458","120.678666","3"
"2019","8","23","19","4","臺中市","北屯區","0","1","0","8","3","5","50","14","7","1","5","4","5","7","4","4","5","4","4","2","16","23","3","10","1","1","B03","7","9","3","18","11","2","","23","23","2","21","8","B03","24.173974","120.69445","2"
"2019","8","23","19","5","臺中市","大雅區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","","","B03","24.229789","120.654143","3"
"2019","8","23","19","8","臺中市","太平區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","12","","1","21","","B03","24.146765","120.700686","3"
"2019","8","23","19","15","臺中市","潭子區","0","0","0","8","","","60","","","","","","","","","","","","","","","","","","","","B02","","","1","","2","","","23","","1","22","","B02","24.215769","120.705099","3"
"2019","8","23","19","20","臺中市","西屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","43","","1","22","","B03","24.183839","120.593474","3"
"2019","8","23","19","21","臺中市","北屯區","0","0","0","","3","5","50","14","9","1","5","4","5","7","4","4","4","4","5","2","13","23","3","10","1","1","B03","7","9","4","10","2","1","","23","23","1","21","8","B03","24.180906","120.710144","3"
"2019","8","23","19","22","臺中市","西區","0","0","0","8","","","50","","","","","","","","","","","","","","","43","","","","","","","","","","","","","43","43","","","","","24.143994","120.669816","3"
"2019","8","23","19","30","臺中市","北屯區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","12","","1","4","","B12","24.188355","120.660928","3"
"2019","8","23","19","32","臺中市","北區","0","1","0","8","3","5","50","14","7","1","5","4","5","7","4","4","3","4","4","2","13","23","2","9","1","1","C03","7","9","1","10","2","11","","23","23","1","22","8","C03","24.164093","120.674395","2"
"2019","8","23","19","34","臺中市","東區","0","1","0","8","1","5","50","4","2","1","5","4","5","7","4","4","5","5","4","2","18","44","2","9","1","1","C03","7","9","1","10","2","12","","44","44","1","5","8","C03","24.133026","120.689553","2"
"2019","8","23","19","44","臺中市","豐原區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","16","","1","22","","B03","24.269568","120.747441","3"
"2019","8","23","19","56","臺中市","太平區","0","1","0","8","3","5","50","3","1","1","5","4","5","7","4","4","10","5","5","2","17","10","2","9","4","5","F01","7","11","8","20","2","16","","10","10","1","20","8","F01","24.127024","120.715294","2"
"2019","8","23","20","12","臺中市","沙鹿區","0","2","0","8","3","5","50","4","1","1","5","4","5","7","1","1","9","5","5","2","17","25","3","10","1","1","B03","7","5","1","8","2","1","","25","25","1","4","8","B03","24.202751","120.56721","2"
"2019","8","23","20","46","臺中市","西區","0","2","0","6","3","5","50","4","1","1","4","4","5","7","4","4","10","5","5","2","15","6","3","10","1","1","B03","7","9","1","8","2","4","","6","6","1","5","8","B03","24.145724","120.672565","2"
"2019","8","23","20","50","臺中市","大里區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","12","","1","5","","B12","24.110612","120.709217","3"
"2019","8","23","20","56","臺中市","南區","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","A11","","","1","","2","","","23","","1","22","","A11","24.113799","120.667333","3"
"2019","8","23","20","59","臺中市","西屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","","","B03","24.166626","120.640331","3"
"2019","8","23","21","0","臺中市","太平區","0","1","0","8","","","50","","","","","","","","","","","","","","","","","","","","C02","","","1","","2","","","23","","1","","","C02","24.126944","120.715277","3"
"2019","8","23","21","0","臺中市","梧棲區","0","1","0","8","3","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","15","25","3","10","1","1","C03","7","9","2","18","2","12","","25","25","1","15","8","C03","24.239146","120.549786","2"
"2019","8","23","21","8","臺中市","潭子區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","D03","","","1","","2","","","5","","1","4","","D03","24.2065","120.700173","3"
"2019","8","23","21","10","臺中市","大肚區","0","2","0","6","3","5","50","11","9","1","4","4","5","7","4","4","5","4","5","1","18","23","2","9","1","1","C03","7","5","1","10","2","14","","23","23","1","22","8","C03","24.151267","120.573754","2"
"2019","8","23","21","19","臺中市","大肚區","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","22","","B03","24.170038","120.572753","3"
"2019","8","23","21","29","臺中市","西區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","42","","1","","","C03","24.148798","120.655131","3"
"2019","8","23","21","40","臺中市","清水區","0","0","0","","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","6","","1","5","","B03","24.275416","120.57746","3"
"2019","8","23","21","41","臺中市","東區","0","0","0","7","3","5","50","4","1","1","5","4","5","7","1","1","9","4","4","2","16","6","","","","","B03","","5","1","8","2","5","","6","6","1","5","","B03","24.132548","120.689826","3"
"2019","8","23","21","53","臺中市","西區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","26","","1","21","","B12","24.149937","120.673353","3"
"2019","8","23","21","55","臺中市","豐原區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","7","","1","22","","B03","24.256393","120.725051","3"
"2019","8","23","21","57","臺中市","外埔區","0","1","0","8","3","5","60","4","1","1","5","4","5","7","2","1","1","2","4","1","13","23","3","10","1","1","B03","7","9","1","8","2","1","","23","23","1","21","8","B03","24.325229","120.64844","2"
"2019","8","23","22","19","臺中市","大肚區","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","12","","1","22","","B03","24.172023","120.576475","3"
"2019","8","23","22","35","臺中市","烏日區","0","0","0","8","","","30","","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","4","","1","5","","C03","24.11032","120.613774","3"
"2019","8","23","22","50","臺中市","霧峰區","0","1","0","8","3","5","50","14","9","1","5","4","5","7","4","4","5","2","5","1","18","23","2","9","1","1","C03","7","9","1","10","2","12","","23","23","1","20","8","C03","24.043621","120.669339","2"
"2019","8","23","23","10","臺中市","南屯區","0","2","0","8","3","5","50","14","9","1","5","4","5","7","4","4","5","4","5","2","16","26","2","9","1","1","C03","7","11","1","10","2","14","","26","26","1","21","8","C03","24.147335","120.649838","2"
"2019","8","23","23","20","臺中市","大里區","0","1","0","8","1","5","60","14","8","1","5","4","5","7","4","4","9","4","4","1","12","23","3","10","1","1","B01","7","14","1","3","2","7","","38","23","1","22","9","B01","24.103526","120.683828","2"
"2019","8","23","23","20","臺中市","豐原區","0","1","0","8","3","5","50","4","1","1","5","4","5","7","3","1","10","5","5","2","15","6","2","9","1","1","C03","7","9","1","10","2","11","","6","6","1","21","8","C03","24.275459","120.705436","2"
"2019","8","23","23","22","臺中市","龍井區","0","1","0","8","3","5","50","4","1","1","5","4","5","7","3","1","10","5","5","2","23","23","2","3","1","1","B03","7","5","1","8","2","8","","23","23","1","5","8","B03","24.199991","120.537573","2"
"2019","8","23","23","40","臺中市","中區","0","1","0","8","3","5","50","14","7","1","5","4","5","7","1","1","1","2","4","2","13","23","2","8","1","1","C03","7","9","1","10","2","11","","23","23","1","21","8","C03","24.137574","120.684877","2"
"2019","8","23","23","46","臺中市","西區","0","0","0","8","","","50","","","","","","","","","","","","","","","23","3","","","","B03","","","1","","2","","","23","23","","5","","B03","24.144338","120.659531","3"
"2019","8","24","0","13","臺中市","太平區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","6","","1","20","","B03","24.157418","120.741228","3"
"2019","8","24","1","0","臺中市","北區","0","0","0","8","3","5","50","3","2","1","5","4","5","7","4","4","4","1","5","2","12","","","","","","B03","","","1","","2","","","26","","1","22","","B03","24.166136","120.683848","3"
"2019","8","24","1","50","臺中市","霧峰區","0","1","0","8","3","5","40","11","9","1","5","4","5","7","4","4","5","4","5","2","27","43","2","9","1","1","C03","7","9","1","10","2","11","","43","43","1","18","8","C03","24.064071","120.694165","2"
"2019","8","24","3","42","臺中市","北區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","","","B03","24.154851","120.686289","3"
"2019","8","24","5","10","臺中市","梧棲區","0","1","0","8","3","5","50","3","1","1","5","4","5","7","4","4","10","5","5","2","16","6","2","9","3","4","B03","7","6","6","8","8","4","","6","6","1","5","8","B03","24.258353","120.537938","2"
"2019","8","24","5","53","臺中市","北區","0","1","0","8","1","5","50","4","2","1","5","4","5","7","2","1","10","5","5","2","12","6","3","10","1","1","B03","7","6","1","8","2","6","","6","6","1","5","8","B03","24.159247","120.666376","2"
"2019","8","24","5","55","臺中市","大安區","0","2","0","8","1","5","50","14","9","1","5","4","5","7","4","4","5","5","5","1","13","42","2","9","1","1","C03","7","9","1","10","2","11","","42","42","1","20","8","C03","24.372585","120.601632","2"
"2019","8","24","6","59","臺中市","大雅區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","23","","1","","","C03","24.240712","120.628607","4"
"2019","8","24","7","28","臺中市","南屯區","0","2","0","8","1","5","50","4","1","1","5","4","5","7","2","1","10","5","5","2","17","13","2","9","1","1","C03","7","9","1","10","2","11","","13","13","1","22","9","C03","24.122799","120.648569","2"
"2019","8","24","7","40","臺中市","大肚區","0","2","0","8","1","5","50","3","1","1","5","4","5","7","4","4","10","5","5","2","16","6","2","8","1","1","C03","7","5","1","10","2","14","","6","6","1","19","8","C03","24.148535","120.548628","2"
"2019","8","24","7","41","臺中市","梧棲區","0","1","0","8","1","5","50","3","1","1","5","4","5","7","1","1","10","5","5","2","16","8","3","10","1","1","B03","7","6","1","8","2","6","","43","8","1","9","1","B03","24.259213","120.53592","2"
"2019","8","24","7","55","臺中市","北屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","38","","","","","B03","","","1","","10","","","43","38","1","5","","B03","24.170148","120.693547","3"
"2019","8","24","8","10","臺中市","大甲區","0","1","0","7","1","5","70","4","1","1","5","4","5","7","1","1","10","5","5","2","16","16","2","8","1","1","C03","7","9","1","10","2","14","","16","16","1","9","8","C03","24.346623","120.621105","2"
"2019","8","24","8","20","臺中市","北屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","A02","","","1","","2","","","16","","1","10","","A02","24.169566","120.703505","3"
"2019","8","24","8","21","臺中市","北區","0","3","0","8","1","5","50","14","9","1","5","4","5","7","4","4","9","4","5","2","16","7","2","9","1","1","C03","7","7","1","10","2","11","","7","7","1","5","8","C03","24.1521","120.6874","2"
"2019","8","24","8","25","臺中市","北屯區","0","2","0","8","1","5","50","3","2","1","5","4","5","7","4","4","3","4","5","2","17","43","2","8","1","1","C03","7","9","1","10","2","12","","43","43","1","5","8","C03","24.181688","120.72273","2"
"2019","8","24","8","28","臺中市","西區","0","1","0","8","1","5","50","4","2","1","5","4","5","7","1","1","3","4","4","1","16","19","3","10","1","1","B12","7","1","1","8","2","3","","19","19","1","21","8","B12","24.129376","120.666656","2"
"2019","8","24","8","30","臺中市","潭子區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","12","","1","22","","B12","24.213009","120.70702","3"
"2019","8","24","8","50","臺中市","南區","0","1","0","8","1","5","50","3","1","1","5","4","5","7","1","1","10","5","5","2","16","6","3","10","1","1","B12","7","6","1","8","2","2","","6","6","1","4","5","B12","24.113134","120.657661","2"
"2019","8","24","8","51","臺中市","北區","0","1","0","8","1","5","50","5","1","1","5","4","5","7","1","1","10","5","5","2","12","26","3","10","3","4","B03","7","9","1","8","2","2","","26","26","1","5","8","B03","24.154731","120.686161","2"
"2019","8","24","9","18","臺中市","豐原區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","22","","B03","24.243201","120.715941","3"
"2019","8","24","9","21","臺中市","西區","0","0","0","8","1","5","50","14","8","1","5","4","5","7","4","4","5","4","4","2","17","","","","","","","","","7","","9","","","43","","2","","","","24.144964","120.66535","3"
"2019","8","24","9","30","臺中市","大里區","0","0","0","8","","","40","","","","","","","","","","","","","","","16","","","","","B03","","","1","","2","","","16","16","1","4","","B03","24.097175","120.695168","3"
"2019","8","24","9","30","臺中市","清水區","0","0","0","","","","50","","","","","","","","","","","","","","","23","","","","","B03","","","1","","2","","","23","23","1","5","","B03","24.275416","120.57746","3"
"2019","8","24","9","35","臺中市","霧峰區","0","0","0","8","","","70","","","","","","","","","","","","","","","","","","","","B01","","","1","","2","","","7","","1","10","","B01","24.053841","120.661738","3"
"2019","8","24","9","43","臺中市","東勢區","0","2","0","8","1","5","60","3","9","1","5","4","5","7","2","1","1","3","4","1","15","25","2","9","1","1","C03","7","9","1","10","2","11","","25","25","1","22","9","C03","24.251188","120.827673","2"
"2019","8","24","9","48","臺中市","太平區","0","1","0","8","1","5","50","4","2","1","5","4","5","7","4","4","4","4","4","1","16","19","3","10","1","1","C03","7","1","3","18","2","14","","19","19","1","9","5","C03","24.120331","120.733792","2"
"2019","8","24","9","51","臺中市","梧棲區","0","2","0","8","1","5","50","14","9","1","5","4","5","7","4","4","5","5","5","1","16","8","2","7","1","1","C03","7","5","1","10","2","14","","8","8","1","9","8","C03","24.242565","120.537261","2"
"2019","8","24","9","51","臺中市","大安區","0","1","0","7","1","5","50","14","9","1","5","4","5","7","4","4","8","5","5","1","17","23","2","9","2","1","B03","7","9","6","18","3","5","","23","23","1","20","7","B03","24.3465","120.60258","2"
"2019","8","24","9","55","臺中市","北區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","16","","1","19","","B03","24.158554","120.680918","3"
"2019","8","24","9","55","臺中市","石岡區","0","1","0","8","1","5","50","3","1","1","5","4","5","7","3","1","10","5","5","1","15","19","3","10","1","1","B03","7","1","1","8","2","1","","19","19","1","9","8","B03","24.27535","120.779556","2"
"2019","8","24","9","58","臺中市","西屯區","0","1","0","8","1","5","50","14","9","1","5","4","5","7","4","4","5","4","4","2","17","7","2","9","3","4","C03","7","7","1","10","2","14","","7","7","1","22","9","C03","24.169436","120.635147","2"
"2019","8","24","10","6","臺中市","大甲區","0","0","0","8","","","20","","","","","","","","","","","","","","","12","","","","","B03","","","1","","2","","","12","12","1","22","","B03","24.348226","120.627104","3"
"2019","8","24","10","9","臺中市","大里區","0","1","0","8","1","5","50","3","2","1","5","4","5","7","4","4","5","5","5","1","16","26","2","5","1","1","C03","7","5","1","10","2","12","","26","26","1","19","7","C03","24.090923","120.696068","2"
"2019","8","24","10","20","臺中市","大里區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","18","","B03","24.102393","120.697255","3"
"2019","8","24","10","29","臺中市","西屯區","0","0","0","8","","","40","","","","","","","","","","","","","","","17","","","","","B03","","","1","","2","","","17","17","1","12","","B03","24.158319","120.64769","3"
"2019","8","24","10","38","臺中市","西屯區","0","0","0","8","","","60","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","7","","1","22","","B03","24.159326","120.639267","3"
"2019","8","24","10","43","臺中市","西區","0","0","0","8","1","5","50","4","2","1","5","4","5","7","1","1","10","5","5","2","17","42","","","","","B03","","","1","","2","","","42","42","1","22","","B03","24.146725","120.665209","3"
"2019","8","24","10","45","臺中市","北區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","5","","B03","24.1637","120.6739","3"
"2019","8","24","10","48","臺中市","大里區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","10","","1","4","","B03","24.104095","120.68797","3"
"2019","8","24","10","51","臺中市","大甲區","0","0","0","8","","","60","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","19","","1","5","","B03","24.347785","120.617206","3"
"2019","8","24","10","52","臺中市","西區","0","1","0","8","1","5","50","4","1","1","5","4","5","7","4","4","10","5","5","1","16","26","3","10","1","1","B03","7","5","1","8","2","8","","26","26","1","21","8","B03","24.138627","120.682293","2"
"2019","8","24","11","3","臺中市","北屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","6","","","","","B03","","","1","","2","","","6","6","1","5","","B03","24.171373","120.719408","3"
"2019","8","24","11","4","臺中市","北屯區","0","2","0","8","1","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","12","7","2","9","1","1","C03","7","7","1","10","2","14","","7","7","1","22","8","C03","24.200871","120.677246","2"
"2019","8","24","11","8","臺中市","大雅區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","19","","1","","","C03","24.222254","120.650179","3"
"2019","8","24","11","9","臺中市","清水區","0","1","0","7","1","5","50","4","1","1","5","4","5","7","3","1","10","5","5","2","15","6","3","10","1","1","B03","7","9","1","8","2","5","","6","6","1","12","8","B03","24.278105","120.570493","2"
"2019","8","24","11","20","臺中市","西屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","17","","1","22","","B03","24.183138","120.59221","3"
"2019","8","24","11","20","臺中市","霧峰區","0","0","0","8","","","70","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","7","","1","10","","B12","24.059565","120.69521","3"
"2019","8","24","11","35","臺中市","清水區","0","1","0","8","1","5","60","5","2","1","5","4","5","7","3","1","1","4","5","1","12","9","3","10","1","1","B03","7","6","1","8","2","6","","9","9","1","5","7","B03","24.275416","120.57746","2"
"2019","8","24","11","43","臺中市","北區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","12","","1","5","","B03","24.15828","120.68263","3"
"2019","8","24","11","44","臺中市","西區","0","0","0","8","1","5","50","14","2","1","5","4","5","7","2","1","5","4","4","2","13","23","3","10","1","1","B03","7","9","1","8","2","1","","23","23","1","20","8","B03","24.133219","120.675606","3"
"2019","8","24","11","45","臺中市","潭子區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","12","","1","22","","B03","24.204727","120.706048","3"
"2019","8","24","11","50","臺中市","西區","0","0","0","8","1","5","50","14","8","1","5","4","5","7","4","4","5","4","4","2","17","","","","","","B03","","","1","","2","","","42","","1","22","","B03","24.134132","120.66153","3"
"2019","8","24","11","54","臺中市","西區","0","0","0","7","1","5","50","4","1","1","5","4","5","7","1","1","5","5","5","2","13","","3","","","","C03","","","1","","2","","","16","","1","21","","C03","24.133823","120.657423","3"
"2019","8","24","12","1","臺中市","太平區","0","3","0","8","1","5","50","14","9","1","5","4","5","7","3","1","4","5","5","2","3","51","2","9","4","5","H01","8","16","8","20","10","15","","51","51","1","5","8","H01","24.11388","120.72101","2"
"2019","8","24","12","3","臺中市","北區","0","1","0","8","1","5","50","3","2","1","5","4","5","7","1","1","10","5","5","2","17","6","3","10","3","4","B03","7","6","1","8","2","6","","6","6","1","20","8","B03","24.152897","120.688929","2"
"2019","8","24","12","6","臺中市","潭子區","0","1","0","7","1","5","60","4","1","1","5","4","5","7","2","1","10","5","5","2","16","26","3","10","1","1","B02","7","6","1","8","2","6","","26","26","1","22","8","B02","24.201498","120.703503","2"
"2019","8","24","12","10","臺中市","北屯區","0","2","0","6","1","5","50","4","1","1","4","4","5","7","4","4","10","5","5","2","15","6","2","9","1","1","C03","7","9","4","8","2","11","","6","6","1","22","8","C03","24.173008","120.69536","2"
"2019","8","24","12","11","臺中市","北屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","42","","1","5","","B03","24.173006","120.679466","3"
"2019","8","24","12","15","臺中市","太平區","0","1","0","8","1","5","50","3","1","1","5","4","5","7","4","4","10","5","5","2","16","6","3","10","1","1","B03","7","5","1","8","2","6","","6","6","1","21","8","B03","24.118489","120.720231","2"
"2019","8","24","12","27","臺中市","烏日區","0","1","0","8","1","5","50","14","9","1","5","4","5","7","4","4","1","4","4","2","18","23","2","1","1","1","C03","7","9","1","10","2","11","12","23","23","1","19","8","C03","24.104856","120.608791","2"
"2019","8","24","12","29","臺中市","大雅區","0","1","0","7","1","5","50","14","8","1","5","4","5","7","4","4","1","4","5","2","16","6","3","10","1","1","B03","7","6","1","8","2","2","","6","6","1","22","9","B03","24.218466","120.664183","2"
"2019","8","24","12","32","臺中市","西屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","19","","1","22","","B03","24.173139","120.646593","3"
"2019","8","24","12","32","臺中市","梧棲區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","12","","1","5","","B03","24.245131","120.538295","3"
"2019","8","24","12","35","臺中市","霧峰區","0","2","0","7","1","5","70","4","1","1","5","4","5","7","1","1","10","5","5","2","15","25","2","9","1","1","C04","7","9","1","10","2","12","","25","25","1","22","9","C04","24.013111","120.695811","2"
"2019","8","24","12","35","臺中市","大甲區","0","1","0","7","1","5","50","14","9","1","5","4","5","7","4","4","5","4","5","1","11","42","2","8","1","1","C03","7","15","1","10","2","12","","42","42","1","21","8","C03","24.346045","120.618399","2"
"2019","8","24","12","45","臺中市","神岡區","0","1","0","7","1","5","40","4","1","1","5","4","5","7","4","4","10","5","5","2","15","6","2","9","1","1","C03","7","1","1","10","2","11","","6","6","1","22","9","C03","24.251477","120.685682","2"
"2019","8","24","12","50","臺中市","大里區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","4","","B03","24.110568","120.696143","3"
"2019","8","24","12","50","臺中市","烏日區","0","1","0","7","1","5","40","4","1","1","5","4","5","7","4","4","10","5","5","2","15","6","3","10","1","1","C03","7","9","1","10","2","12","","6","6","1","21","8","C03","24.109278","120.635212","2"
"2019","8","24","12","52","臺中市","北屯區","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","23","","1","21","","C03","24.163898","120.693643","3"
"2019","8","24","12","58","臺中市","北屯區","0","2","0","8","1","5","50","3","1","1","5","4","5","7","1","1","10","5","5","2","16","25","2","9","1","1","C03","7","9","1","10","4","11","","25","25","1","21","8","C03","24.170277","120.699699","2"
"2019","8","24","12","58","臺中市","大里區","0","2","0","7","1","5","50","3","1","1","5","4","5","7","4","4","10","5","4","1","16","8","2","9","1","1","C03","7","9","1","10","2","11","","23","8","1","4","8","C03","24.115099","120.681486","2"
"2019","8","24","13","4","臺中市","豐原區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","12","","1","22","","B03","24.251988","120.70845","3"
"2019","8","24","13","7","臺中市","大里區","0","0","0","6","","","40","","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","7","","1","18","","C03","24.094444","120.688257","3"
"2019","8","24","13","14","臺中市","豐原區","0","0","0","6","1","5","50","14","7","1","4","4","5","7","1","1","3","4","4","2","17","","","","","","B03","","","1","","2","","","23","","1","22","","B03","24.253821","120.729906","3"
"2019","8","24","13","15","臺中市","西屯區","0","1","0","8","1","5","40","14","8","1","5","4","5","7","4","4","5","5","4","2","17","23","3","10","3","1","C03","7","9","1","10","2","14","","23","23","1","22","9","C03","24.183876","120.644823","2"
"2019","8","24","13","20","臺中市","西屯區","0","0","0","6","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","12","","1","22","","B03","24.183997","120.645849","3"
"2019","8","24","13","20","臺中市","西屯區","0","2","0","6","1","5","50","4","1","1","4","4","5","7","4","4","9","4","4","2","12","6","2","9","1","1","C03","7","5","1","10","2","14","","6","6","1","12","8","C03","24.168834","120.644303","2"
"2019","8","24","13","25","臺中市","南區","0","1","0","6","1","5","50","3","1","1","4","4","5","7","1","1","10","5","5","2","16","25","3","10","1","1","B03","7","9","6","8","2","8","","25","25","1","22","8","B03","24.133581","120.68077","2"
"2019","8","24","13","29","臺中市","大里區","0","1","0","8","1","5","50","3","1","1","4","4","5","7","4","4","9","5","5","2","18","43","2","9","1","1","C03","7","12","1","10","2","15","","43","43","1","22","8","C03","24.097048","120.678656","2"
"2019","8","24","13","30","臺中市","霧峰區","0","0","0","6","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","19","","1","5","","B03","24.062046","120.69842","3"
"2019","8","24","13","43","臺中市","龍井區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","6","","1","20","","B12","24.218518","120.515766","3"
"2019","8","24","13","44","臺中市","北區","0","1","0","6","1","5","50","14","9","1","4","4","5","7","4","4","9","5","5","2","13","16","2","9","1","1","C03","7","9","1","10","2","11","","16","16","1","22","8","C03","24.1555","120.6899","2"
"2019","8","24","13","50","臺中市","北區","0","1","0","8","1","5","50","4","1","1","5","4","5","7","4","4","5","4","5","2","15","6","2","9","1","1","C03","7","9","1","10","2","11","","6","6","1","5","8","C03","24.1616","120.6803","2"
"2019","8","24","13","50","臺中市","大里區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","6","","1","20","","B03","24.085893","120.688183","3"
"2019","8","24","13","50","臺中市","大雅區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","12","","1","","","B03","24.230618","120.657914","3"
"2019","8","24","13","54","臺中市","霧峰區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","1","","1","4","","B03","24.054472","120.696468","3"
"2019","8","24","13","55","臺中市","北屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","19","","","","","B03","","","1","","2","","","19","19","","21","","B03","24.185676","120.687083","3"
"2019","8","24","14","2","臺中市","豐原區","0","0","0","6","","","60","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","17","","1","22","","B12","24.241729","120.728359","3"
